First_Word,Second_Word,Probability
8a_1_0023,tell,1.0
about,all,0.005185825410544511
all,of,0.1016949152542373
the,cambod,0.0008920606601248885
cambod,lets,1.0
the,veg,0.0008920606601248885
veg,8a_1_0024,1.0
8a_1_0024,could,1.0
about,lavals,0.001728608470181504
lavals,8a_1_0025,0.1
8a_1_0025,tell,1.0
the,european,0.001784121320249777
european,restaurants,0.18181818181818182
restaurants,8a_1_0026,0.0021551724137931034
8a_1_0026,could,1.0
petrouchka,8a_1_0027,0.0625
8a_1_0027,could,1.0
you,print,0.005366726296958855
print,the,0.6666666666666666
the,menu,0.025869759143621766
menu,for,0.29411764705882354
vasiliki,8a_1_0028,0.14285714285714285
8a_1_0028,yuck,1.0
yuck,what,1.0
what,smorgasbord,0.0034482758620689655
smorgasbord,restaurants,1.0
are,around,0.0058823529411764705
around,5a_1_0001,0.020833333333333332
5a_1_0001,im,1.0
a,burrito,0.006622516556291391
burrito,5a_1_0002,0.1111111111111111
5a_1_0002,im,1.0
for,mexican,0.004464285714285714
food,5a_1_0003,0.0007987220447284345
5a_1_0003,i,1.0
time,or,0.0625
or,dinner,0.08074534161490683
or,even,0.006211180124223602
even,breakfast,0.3333333333333333
breakfast,5a_1_0004,0.005952380952380952
5a_1_0004,i,1.0
have,much,0.008053691275167786
much,money,0.3258426966292135
money,i,0.20238095238095238
spend,very,0.035256410256410256
very,little,0.056451612903225805
little,5a_1_0005,0.05263157894736842
5a_1_0005,i,1.0
travel,very,0.025210084033613446
very,far,0.08870967741935484
i__c__s__i,it,0.005714285714285714
be,walking,0.0026246719160104987
distance,5a_1_0006,0.005235602094240838
5a_1_0006,tell,1.0
aycaramba,5a_1_0007,0.04
5a_1_0007,tell,1.0
manuels,5a_1_0008,0.07142857142857142
5a_1_0008,so,1.0
i,i,0.0007099751508697196
was,kidding,0.047619047619047616
kidding,i,0.5
i,really,0.002129925452609159
really,want,0.05454545454545454
want,thai,0.006750241080038573
food,5a_1_0009,0.0007987220447284345
5a_1_0009,or,1.0
or,should,0.006211180124223602
should,i,0.017341040462427744
i,say,0.0010649627263045794
say,start,0.02127659574468085
over,start,0.0916030534351145
over,okay,0.007633587786259542
okay,computer,0.011363636363636364
computer,5a_1_0010,0.125
5a_1_0010,im,1.0
restaurant,within,0.01453104359313078
i__c__s__i,i,0.14857142857142858
lunch,5a_1_0011,0.002544529262086514
5a_1_0011,it,1.0
be,reasonably,0.0026246719160104987
reasonably,cheap,0.25
very,cheap,0.0967741935483871
cheap,5a_1_0012,0.006802721088435374
5a_1_0012,please,1.0
me,everything,0.004291845493562232
everything,you,0.6666666666666666
plearn,5a_1_0013,0.045454545454545456
5a_1_0013,hi,1.0
hi,please,0.02857142857142857
me,that,0.0075107296137339056
again,5a_1_0014,0.0064516129032258064
5a_1_0014,thanks,1.0
thanks,dude,0.25
dude,b8_1_0001,1.0
b8_1_0001,a,1.0
a,french,0.020813623462630087
restaurant,close,0.013210039630118891
i__c__s__i,b8_1_0002,0.005714285714285714
b8_1_0002,i,1.0
oclock,and,0.09090909090909091
person,b8_1_0003,0.03333333333333333
b8_1_0003,french,1.0
food,dinner,0.0007987220447284345
dinner,twenty,0.002109704641350211
dollars,b8_1_0004,0.0014124293785310734
b8_1_0004,tell,1.0
about,metropole,0.00432152117545376
metropole,b8_1_0005,0.038461538461538464
b8_1_0005,dinner,1.0
dinner,wednesday,0.004219409282700422
wednesday,thirty,0.014492753623188406
thirty,dollars,0.4714285714285714
dollars,each,0.002824858757062147
each,b8_1_0006,0.3333333333333333
b8_1_0006,italian,1.0
food,b8_1_0007,0.0007987220447284345
b8_1_0007,traveling,1.0
traveling,doesnt,0.3333333333333333
matter,b8_1_0008,0.006329113924050633
b8_1_0008,ristorante,1.0
venezia,b8_1_0009,0.03125
b8_1_0009,gim,1.0
gim,me,1.0
on,sujat,0.0015873015873015873
sujat,sujathas,1.0
sujathas,b8_1_0010,0.04
b8_1_0010,gim,1.0
on,sujathas,0.009523809523809525
sujathas,b8_1_0011,0.04
b8_1_0011,gim,1.0
on,maharani,0.0015873015873015873
maharani,b8_1_0012,0.2
b8_1_0012,indian,1.0
indian,restaurants,0.12755102040816327
restaurants,for,0.01293103448275862
dinner,twelve,0.002109704641350211
dollars,within,0.00423728813559322
within,five,0.1794871794871795
i__c__s__i,b8_1_0013,0.005714285714285714
b8_1_0013,distance,1.0
i__c__s__i,twenty,0.011428571428571429
minutes,b8_1_0014,0.003424657534246575
b8_1_0014,list,1.0
list,all,0.0078125
all,russian,0.01694915254237288
russian,places,0.023255813953488372
places,b8_1_0015,0.02631578947368421
b8_1_0015,gim,1.0
on,petr,0.0015873015873015873
petr,petrouchka,1.0
petrouchka,b8_1_0016,0.0625
b8_1_0016,information,1.0
on,petrouchka,0.0015873015873015873
petrouchka,b8_1_0017,0.0625
b8_1_0017,american,1.0
food,breakfast,0.0007987220447284345
breakfast,six,0.017857142857142856
dollars,twenty,0.00847457627118644
i__c__s__i,b8_1_0018,0.005714285714285714
b8_1_0018,i,1.0
a,japanese,0.019867549668874173
japanese,restaurant,0.27586206896551724
lunch,twelve,0.002544529262086514
person,and,0.23333333333333334
and,twenty,0.023529411764705882
from,the,0.06719367588932806
the,i__c__s__i,0.012488849241748439
i__c__s__i,im,0.02857142857142857
serves,mexican,0.043478260869565216
eat,on,0.16125150421179302
friday,night,0.15789473684210525
night,around,0.010752688172043012
around,seven,0.020833333333333332
oclock,i,0.18181818181818182
about,ten,0.03197925669835782
travel,around,0.008403361344537815
around,a,0.041666666666666664
mile,from,0.24074074074074073
i__c__s__i,could,0.011428571428571429
on,marios,0.0015873015873015873
fiesta,could,0.3333333333333333
that,cost,0.015151515151515152
cost,around,0.025
around,fifteen,0.0625
a,per,0.000946073793755913
per,i,0.03125
the,afternoon,0.001784121320249777
afternoon,for,0.05263157894736842
lunch,one,0.002544529262086514
one,about,0.008064516129032258
five,minute,0.006993006993006993
have,additional,0.004026845637583893
go,id,0.002053388090349076
some,indian,0.054373522458628844
tonight,less,0.024390243902439025
than,twelve,0.020100502512562814
a,head,0.000946073793755913
head,i,0.5
care,id,0.02531645569620253
to,take,0.005891016200294551
take,a,0.20512820512820512
friend,for,0.16666666666666666
some,vietnamese,0.009456264775413711
vietnamese,lunch,0.045454545454545456
today,less,0.015625
twenty,four,0.00423728813559322
four,dollars,0.3684210526315789
dollars,total,0.005649717514124294
total,less,0.25
minutes,id,0.0136986301369863
take,my,0.15384615384615385
my,father,0.06
father,for,0.3333333333333333
an,expensive,0.11409395973154363
expensive,french,0.013333333333333334
french,dinner,0.010416666666666666
dinner,tonight,0.014767932489451477
tonight,i,0.07317073170731707
care,show,0.012658227848101266
the,metropole,0.008920606601248885
metropole,show,0.038461538461538464
berkeley,show,0.019230769230769232
more,on,0.00196078431372549
on,siam,0.0015873015873015873
cuisine,i,0.07936507936507936
i,feel,0.004969826056088037
feel,like,1.0
like,eating,0.0006544502617801048
eating,indian,0.125
eat,indian,0.02888086642599278
food,whats,0.0007987220447284345
whats,bombay,0.030303030303030304
cuisine,like,0.015873015873015872
like,i,0.0013089005235602095
eat,chinese,0.021660649819494584
evening,i,0.10606060606060606
spend,lots,0.003205128205128205
lots,of,0.6666666666666666
want,it,0.01253616200578592
be,within,0.06824146981627296
distance,ten,0.005235602094240838
minutes,or,0.023972602739726026
or,so,0.037267080745341616
mind,a,0.1
restaurant,whats,0.002642007926023778
whats,hongkong,0.030303030303030304
villa,like,0.0625
i,wannu,0.0003549875754348598
wannu,eat,1.0
eat,somewhere,0.0024067388688327317
somewhere,really,0.029411764705882353
nice,id,0.03571428571428571
french,cuisine,0.020833333333333332
cuisine,or,0.031746031746031744
or,california,0.012422360248447204
or,something,0.012422360248447204
something,like,0.07216494845360824
like,that,0.0032722513089005235
evening,ive,0.015151515151515152
got,a,0.3333333333333333
berkeley,tell,0.03205128205128205
about,omnivore,0.001728608470181504
omnivore,tell,0.25
chezpanisse,that,0.020833333333333332
that,was,0.015151515151515152
was,chezpanisse,0.09523809523809523
cafe,what,0.013245033112582781
chezpanisse,okay,0.020833333333333332
okay,that,0.005681818181818182
that,one,0.005050505050505051
one,looks,0.008064516129032258
looks,pretty,0.3333333333333333
pretty,good,0.2727272727272727
good,end,0.0078125
end,of,0.8
of,session,0.006160164271047228
session,7c_1_0001,0.3333333333333333
7c_1_0001,are,1.0
any,austrian,0.0049261083743842365
austrian,restaurants,0.6666666666666666
berkeley,7c_1_0002,0.00641025641025641
7c_1_0002,please,1.0
of,all,0.014373716632443531
all,italian,0.01694915254237288
restaurants,7c_1_0003,0.0021551724137931034
7c_1_0003,are,1.0
open,after,0.08860759493670886
after,midnight,0.4444444444444444
midnight,7c_1_0004,0.1111111111111111
7c_1_0004,i,1.0
i,do,0.0024849130280440185
spend,too,0.003205128205128205
too,much,0.23880597014925373
money,7c_1_0005,0.011904761904761904
7c_1_0005,that,1.0
that,does,0.015151515151515152
does,not,0.2564102564102564
not,matter,0.06451612903225806
matter,i,0.08227848101265822
car,7c_1_0006,0.02040816326530612
7c_1_0006,can,1.0
i,get,0.01632942847000355
get,spaghetti,0.009433962264150943
spaghetti,in,0.06666666666666667
the,caffe,0.0053523639607493305
giovanni,7c_1_0007,0.02857142857142857
7c_1_0007,oh,1.0
oh,which,0.01639344262295082
which,are,0.05063291139240506
are,the,0.08235294117647059
the,cheapest,0.008920606601248885
cheapest,places,0.08333333333333333
places,near,0.05263157894736842
near,i__c__s__i,0.13333333333333333
i__c__s__i,where,0.005714285714285714
lunch,7c_1_0008,0.002544529262086514
7c_1_0008,which,1.0
most,affordable,0.03571428571428571
affordable,places,1.0
places,close,0.02631578947368421
i__c__s__i,for,0.011428571428571429
lunch,7c_1_0009,0.002544529262086514
7c_1_0009,any,1.0
any,food,0.012315270935960592
food,is,0.0231629392971246
is,good,0.013043478260869565
good,for,0.015625
for,me,0.019345238095238096
me,7c_1_0010,0.001072961373390558
7c_1_0010,i,1.0
spend,five,0.041666666666666664
dollars,7c_1_0011,0.0014124293785310734
7c_1_0011,what,1.0
you,get,0.008944543828264758
get,at,0.03773584905660377
at,la,0.00881057268722467
eiffel,7c_1_0012,0.02857142857142857
7c_1_0012,can,1.0
again,7c_1_0013,0.0064516129032258064
7c_1_0013,addison,1.0
annex,7c_1_0014,0.2
7c_1_0014,do,1.0
know,mels,0.004672897196261682
mels,restaurant,0.07142857142857142
restaurant,7c_1_0015,0.001321003963011889
7c_1_0015,which,1.0
which,restaurant,0.06329113924050633
restaurant,is,0.019815059445178335
is,farthest,0.002173913043478261
farthest,away,1.0
i__c__s__i,7c_1_0016,0.005714285714285714
7c_1_0016,where,1.0
where,do,0.029585798816568046
do,i,0.048701298701298704
get,german,0.02830188679245283
german,food,0.4189189189189189
food,7c_1_0017,0.0007987220447284345
7c_1_0017,where,1.0
get,egyptian,0.009433962264150943
egyptian,or,0.5
or,arabian,0.006211180124223602
arabian,food,1.0
food,7c_1_0018,0.0007987220447284345
7c_1_0018,is,1.0
there,a,0.16666666666666666
a,middle,0.000946073793755913
middle,eastern,0.8181818181818182
eastern,restaurant,0.05263157894736842
restaurant,7c_1_0019,0.001321003963011889
7c_1_0019,i,1.0
the,morning,0.003568242640499554
morning,7c_1_0020,0.06666666666666667
7c_1_0020,that,1.0
matter,7c_1_0021,0.006329113924050633
7c_1_0021,i,1.0
dinner,7c_1_0022,0.002109704641350211
7c_1_0022,show,1.0
me,la,0.001072961373390558
mediterranee,4d_1_0001,0.1111111111111111
4d_1_0001,id,1.0
for,taiwanese,0.001488095238095238
taiwanese,food,0.75
food,4d_1_0002,0.0007987220447284345
4d_1_0002,id,1.0
each,meal,0.3333333333333333
meal,4d_1_0003,0.0125
4d_1_0003,id,1.0
walk,about,0.028169014084507043
five,to,0.03146853146853147
minutes,4d_1_0004,0.003424657534246575
4d_1_0004,can,1.0
about,this,0.00432152117545376
this,taiwan,0.008620689655172414
restaurant,4d_1_0005,0.001321003963011889
4d_1_0005,please,1.0
menu,of,0.17647058823529413
of,this,0.004106776180698152
restaurant,4d_1_0006,0.001321003963011889
4d_1_0006,id,1.0
for,asian,0.001488095238095238
asian,lunch,0.029411764705882353
lunch,4d_1_0007,0.002544529262086514
4d_1_0007,oh,1.0
oh,no,0.06557377049180328
no,i,0.15053763440860216
i,plan,0.0010649627263045794
plan,to,1.0
six,dollar,0.02564102564102564
dollar,4d_1_0008,0.024390243902439025
4d_1_0008,i,1.0
na,walk,0.006896551724137931
walk,more,0.014084507042253521
minutes,4d_1_0009,0.003424657534246575
4d_1_0009,give,1.0
the,cambodianas,0.001784121320249777
cambodianas,restaurant,0.07142857142857142
restaurant,4d_1_0010,0.001321003963011889
4d_1_0010,please,1.0
again,4d_1_0011,0.0064516129032258064
4d_1_0011,i,1.0
want,more,0.008678881388621022
barbecue,restaurant,0.21875
restaurant,4d_1_0012,0.001321003963011889
4d_1_0012,id,1.0
out,into,0.017241379310344827
into,american,0.2
restaurant,4d_1_0013,0.001321003963011889
4d_1_0013,id,1.0
the,german,0.001784121320249777
german,restaurants,0.24324324324324326
restaurants,4d_1_0014,0.0021551724137931034
4d_1_0014,id,1.0
the,japanese,0.0026761819803746653
restaurants,4d_1_0015,0.0021551724137931034
4d_1_0015,right,1.0
now,4d_1_0016,0.015151515151515152
4d_1_0016,about,1.0
about,si,0.000864304235090752
si,six,1.0
dollars,4d_1_0017,0.0014124293785310734
4d_1_0017,not,1.0
not,more,0.12903225806451613
minutes,4d_1_0018,0.003424657534246575
4d_1_0018,i,1.0
i,still,0.0014199503017394391
still,wan,0.1111111111111111
restaurant,i,0.07661822985468957
spend,not,0.009615384615384616
na,drive,0.013793103448275862
drive,4d_1_0019,0.037037037037037035
4d_1_0019,i,1.0
spend,six,0.01282051282051282
six,to,0.1282051282051282
to,twelve,0.001840942562592047
dollars,4d_1_0020,0.0014124293785310734
4d_1_0020,i,1.0
drive,less,0.037037037037037035
minutes,4d_1_0021,0.003424657534246575
4d_1_0021,ha,1.0
ha,which,0.5
restaurant,has,0.002642007926023778
has,sushi,0.02631578947368421
sushi,4d_1_0022,0.02564102564102564
4d_1_0022,wheres,1.0
the,nicest,0.0008920606601248885
nicest,waiter,1.0
waiter,4d_1_0023,1.0
4d_1_0023,i,1.0
for,mediterranean,0.001488095238095238
mediterranean,food,0.5789473684210527
food,4d_1_0024,0.0007987220447284345
4d_1_0024,in,1.0
in,ten,0.0026041666666666665
minutes,4d_1_0025,0.003424657534246575
4d_1_0025,i,1.0
spend,between,0.041666666666666664
between,six,0.09523809523809523
six,and,0.02564102564102564
dollars,4d_1_0026,0.0014124293785310734
4d_1_0026,less,1.0
minutes,4d_1_0027,0.003424657534246575
4d_1_0027,i,1.0
spend,whatever,0.003205128205128205
whatever,money,0.5
money,it,0.047619047619047616
it,costs,0.01977401129943503
costs,4d_1_0028,0.0625
4d_1_0028,distance,1.0
distance,can,0.010471204188481676
be,up,0.01837270341207349
walk,4d_1_0029,0.014084507042253521
4d_1_0029,i,1.0
dinner,to,0.006329113924050633
to,that,0.0003681885125184094
that,restaurant,0.03535353535353535
restaurant,4d_1_0030,0.001321003963011889
4d_1_0030,this,1.0
this,is,0.06896551724137931
the,end,0.0008920606601248885
end,9c_1_0001,0.2
9c_1_0001,oh,1.0
oh,id,0.08196721311475409
find,out,0.15
out,all,0.017241379310344827
all,greek,0.03389830508474576
greek,restaurants,0.18840579710144928
restaurants,9c_1_0002,0.0021551724137931034
9c_1_0002,on,1.0
sunday,or,0.018867924528301886
night,9c_1_0003,0.010752688172043012
9c_1_0003,not,1.0
a,meal,0.007568590350047304
meal,9c_1_0004,0.0125
9c_1_0004,not,1.0
than,thirty,0.04271356783919598
thirty,minutes,0.44285714285714284
minutes,by,0.02054794520547945
by,car,0.1875
car,9c_1_0005,0.02040816326530612
9c_1_0005,please,1.0
restaurant,vasiliki,0.001321003963011889
vasiliki,9c_1_0006,0.14285714285714285
9c_1_0006,please,1.0
vasiliki,9c_1_0007,0.14285714285714285
9c_1_0007,tell,1.0
berkeley,9c_1_0008,0.00641025641025641
9c_1_0008,id,1.0
have,information,0.01476510067114094
about,chinese,0.006050129645635264
restaurants,9c_1_0009,0.0021551724137931034
9c_1_0009,i,1.0
all,chinese,0.03389830508474576
restaurants,where,0.008620689655172414
where,the,0.005917159763313609
the,meal,0.009812667261373774
meal,is,0.0375
is,less,0.004347826086956522
five,dollar,0.027972027972027972
dollar,9c_1_0010,0.024390243902439025
9c_1_0010,im,1.0
im,able,0.003003003003003003
able,to,1.0
travel,up,0.11764705882352941
to,thirty,0.0033136966126656848
minutes,9c_1_0011,0.003424657534246575
9c_1_0011,are,1.0
any,german,0.019704433497536946
restaurants,9c_1_0012,0.0021551724137931034
9c_1_0012,is,1.0
any,restaurant,0.017241379310344827
with,imported,0.015151515151515152
imported,beer,1.0
beer,9c_1_0013,0.2
9c_1_0013,where,1.0
have,rose,0.0013422818791946308
rose,wine,1.0
wine,9c_1_0014,0.1
9c_1_0014,is,1.0
with,having,0.015151515151515152
having,more,0.08333333333333333
than,hundred,0.007537688442211055
hundred,places,0.041666666666666664
places,9c_1_0015,0.02631578947368421
9c_1_0015,i,1.0
need,a,0.2972972972972973
with,more,0.015151515151515152
places,oh,0.02631578947368421
oh,9c_1_0016,0.01639344262295082
9c_1_0016,i,1.0
like,californian,0.0013089005235602095
californian,food,0.5238095238095238
food,9c_1_0017,0.0007987220447284345
9c_1_0017,i,1.0
eat,each,0.0012033694344163659
each,day,0.3333333333333333
day,i,0.08888888888888889
like,chinese,0.0032722513089005235
food,could,0.003194888178913738
make,me,0.02631578947368421
some,proposals,0.002364066193853428
proposals,i,1.0
tonight,to,0.024390243902439025
to,chinese,0.0011045655375552283
restaurant,not,0.003963011889035667
much,maybe,0.011235955056179775
maybe,between,0.03125
and,eight,0.008823529411764706
eight,dollars,0.6086956521739131
care,tell,0.0379746835443038
go,i,0.002053388090349076
have,sushi,0.0026845637583892616
sushi,today,0.02564102564102564
lunch,i,0.11450381679389313
know,anything,0.028037383177570093
anything,more,0.034482758620689655
restaurants,i,0.023706896551724137
place,called,0.006622516556291391
called,sushiko,0.08333333333333333
sushiko,i,0.14285714285714285
guess,the,0.1
cuisine,is,0.015873015873015872
best,all,0.02702702702702703
all,over,0.01694915254237288
over,the,0.003816793893129771
the,world,0.0008920606601248885
world,do,1.0
have,something,0.006711409395973154
something,appropriate,0.010309278350515464
appropriate,for,1.0
me,please,0.003218884120171674
me,french,0.001072961373390558
french,restaurants,0.14583333333333334
tomorrow,night,0.07246376811594203
night,to,0.010752688172043012
would,spend,0.005
spend,until,0.003205128205128205
until,twenty,0.5
be,should,0.0026246719160104987
be,in,0.05511811023622047
in,driving,0.005208333333333333
driving,distance,1.0
distance,tell,0.010471204188481676
that,la,0.005050505050505051
eiffel,what,0.08571428571428572
what,can,0.03793103448275862
about,i,0.000864304235090752
think,it,0.03125
it,was,0.01694915254237288
was,called,0.047619047619047616
called,metropole,0.08333333333333333
metropole,give,0.07692307692307693
all,french,0.01694915254237288
berkeley,9d_1_0001,0.00641025641025641
9d_1_0001,i,1.0
eat,european,0.0012033694344163659
european,food,0.5
food,9d_1_0002,0.0007987220447284345
9d_1_0002,i,1.0
the,evening,0.010704727921498661
evening,9d_1_0003,0.015151515151515152
9d_1_0003,lets,1.0
say,up,0.02127659574468085
fifteen,dollar,0.014705882352941176
dollar,9d_1_0004,0.024390243902439025
9d_1_0004,i,1.0
to,three,0.0003681885125184094
three,kilometers,0.043478260869565216
kilometers,9d_1_0005,0.09090909090909091
9d_1_0005,tell,1.0
about,nadines,0.001728608470181504
nadines,9d_1_0006,0.2
9d_1_0006,im,1.0
restaurant,9d_1_0007,0.001321003963011889
9d_1_0007,i,1.0
food,9d_1_0008,0.0007987220447284345
9d_1_0008,i,1.0
do,it,0.003246753246753247
it,in,0.002824858757062147
evening,9d_1_0009,0.015151515151515152
9d_1_0009,up,1.0
dollar,9d_1_0010,0.024390243902439025
9d_1_0010,two,1.0
two,kilometers,0.0125
kilometers,9d_1_0011,0.09090909090909091
9d_1_0011,give,1.0
about,top,0.000864304235090752
dog,9d_1_0012,0.2
9d_1_0012,i,1.0
the,surroundings,0.0008920606601248885
surroundings,of,1.0
i__c__s__i,9d_1_0013,0.005714285714285714
9d_1_0013,id,1.0
mexican,9d_1_0014,0.007462686567164179
9d_1_0014,up,1.0
twenty,dollar,0.01694915254237288
dollar,9d_1_0015,0.024390243902439025
9d_1_0015,id,1.0
have,european,0.004026845637583893
european,breakfast,0.045454545454545456
breakfast,9d_1_0016,0.005952380952380952
9d_1_0016,it,1.0
it,could,0.0480225988700565
could,be,0.25833333333333336
a,surrounding,0.000946073793755913
surrounding,of,1.0
of,five,0.01026694045174538
five,kilometers,0.013986013986013986
kilometers,are,0.09090909090909091
any,chinese,0.007389162561576354
i__c__s__i,in,0.017142857142857144
the,early,0.0008920606601248885
early,evening,1.0
evening,not,0.015151515151515152
dollars,do,0.00423728813559322
on,this,0.004761904761904762
this,list,0.017241379310344827
list,serve,0.00390625
does,hongkong,0.02564102564102564
villa,serve,0.0625
serve,spicy,0.037037037037037035
spicy,szechuan,0.0625
szechuan,cuisine,0.14285714285714285
cuisine,are,0.015873015873015872
are,any,0.01764705882352941
list,open,0.00390625
open,in,0.012658227848101266
morning,list,0.06666666666666667
list,me,0.0078125
berkeley,my,0.00641025641025641
my,inlaws,0.04
inlaws,will,0.5
will,visit,0.016666666666666666
visit,me,0.3333333333333333
me,next,0.001072961373390558
next,weekend,0.027777777777777776
weekend,and,0.023255813953488372
take,them,0.02564102564102564
them,to,0.3333333333333333
a,indian,0.000946073793755913
restaurant,any,0.002642007926023778
any,suggestions,0.0024630541871921183
suggestions,my,1.0
my,budget,0.02
budget,is,1.0
is,very,0.004347826086956522
very,limited,0.008064516129032258
limited,and,1.0
dollars,it,0.005649717514124294
should,preferably,0.005780346820809248
preferably,be,0.125
distance,which,0.005235602094240838
of,these,0.03285420944558522
restaurants,serves,0.0021551724137931034
serves,southern,0.043478260869565216
southern,indian,0.2
indian,cuisine,0.015306122448979591
cuisine,show,0.015873015873015872
have,been,0.0013422818791946308
been,told,0.3333333333333333
told,that,1.0
that,the,0.020202020202020204
the,first,0.006244424620874219
first,restaurant,0.5
list,serves,0.00390625
serves,so,0.043478260869565216
so,south,0.009900990099009901
south,indian,0.17647058823529413
indian,dishes,0.00510204081632653
dishes,do,0.3
know,of,0.056074766355140186
of,any,0.02053388090349076
that,serve,0.04040404040404041
serve,pickled,0.018518518518518517
pickled,pigs,1.0
pigs,feet,1.0
feet,how,0.16666666666666666
about,boiled,0.000864304235090752
boiled,pigs,1.0
feet,thats,0.16666666666666666
thats,a,0.03773584905660377
a,german,0.01608325449385052
german,delicacy,0.013513513513513514
delicacy,the,1.0
the,listed,0.0008920606601248885
listed,restaurants,0.3333333333333333
restaurants,s,0.0021551724137931034
s,dont,0.2
dont,sound,0.004
sound,like,1.0
like,german,0.003926701570680628
restaurants,can,0.00646551724137931
me,an,0.002145922746781116
an,excerpt,0.006711409395973154
excerpt,of,1.0
of,their,0.004106776180698152
their,menus,0.25
menus,can,0.5
you,at,0.0017889087656529517
at,least,0.02643171806167401
least,list,0.16666666666666666
the,nationality,0.0008920606601248885
nationality,of,1.0
these,restaurants,0.55
restaurants,my,0.0021551724137931034
my,wedding,0.02
wedding,anniversary,1.0
anniversary,is,1.0
is,coming,0.004347826086956522
coming,up,0.25
up,and,0.012658227848101266
the,really,0.0008920606601248885
restaurants,the,0.0021551724137931034
the,kind,0.0044603033006244425
food,doesnt,0.0023961661341853034
matter,as,0.006329113924050633
as,it,0.044444444444444446
it,is,0.025423728813559324
is,expensive,0.004347826086956522
expensive,this,0.006666666666666667
this,saturday,0.008620689655172414
night,distance,0.010752688172043012
distance,doesnt,0.08376963350785341
matter,were,0.006329113924050633
were,gon,0.5
gon,na,1.0
a,chauffeured,0.000946073793755913
chauffeured,limousine,1.0
limousine,please,1.0
please,list,0.017605633802816902
list,only,0.00390625
only,those,0.023255813953488372
those,restaurants,1.0
the,highest,0.0008920606601248885
highest,price,1.0
category,can,0.5
metropole,restaurant,0.038461538461538464
restaurant,thank,0.002642007926023778
you,a5_1_0001,0.0017889087656529517
a5_1_0001,im,1.0
im,very,0.012012012012012012
very,hungry,0.024193548387096774
dinner,this,0.008438818565400843
evening,a5_1_0002,0.015151515151515152
a5_1_0002,maybe,1.0
maybe,asian,0.03125
or,african,0.006211180124223602
african,would,0.05263157894736842
be,fine,0.028871391076115485
fine,a5_1_0003,0.025
a5_1_0003,it,1.0
shouldnt,be,0.5833333333333334
be,m,0.0026246719160104987
m,more,0.16666666666666666
dollars,including,0.002824858757062147
including,all,0.5
the,drinks,0.0008920606601248885
drinks,a5_1_0004,0.14285714285714285
a5_1_0004,distance,1.0
no,problem,0.010752688172043012
problem,because,0.25
a,fast,0.001892147587511826
fast,car,0.05263157894736842
car,maybe,0.02040816326530612
maybe,not,0.03125
minutes,with,0.00684931506849315
car,a5_1_0005,0.02040816326530612
a5_1_0005,how,1.0
the,blue,0.008028545941123996
nile,it,0.05555555555555555
it,sounds,0.002824858757062147
sounds,very,0.25
very,good,0.008064516129032258
good,could,0.0078125
a,menu,0.011352885525070956
menu,a5_1_0006,0.0196078431372549
a5_1_0006,show,1.0
please,a5_1_0007,0.0035211267605633804
a5_1_0007,can,1.0
the,shinshin,0.0008920606601248885
shinshin,please,0.1111111111111111
please,a5_1_0008,0.0035211267605633804
a5_1_0008,shinshin,1.0
shinshin,looks,0.1111111111111111
looks,fine,0.3333333333333333
fine,can,0.025
please,m,0.0035211267605633804
m,make,0.16666666666666666
reservation,for,0.4
a,table,0.001892147587511826
table,this,0.5
evening,at,0.015151515151515152
seven,a5_1_0009,0.03571428571428571
a5_1_0009,i,1.0
to,lunch,0.0022091310751104565
not,familiar,0.0035842293906810036
familiar,with,1.0
with,berkeley,0.015151515151515152
berkeley,at,0.00641025641025641
all,it,0.01694915254237288
be,far,0.013123359580052493
away,a5_1_0010,0.0136986301369863
a5_1_0010,i,1.0
food,especially,0.0007987220447284345
especially,bavarian,1.0
bavarian,is,0.5
is,my,0.004347826086956522
my,preferred,0.02
preferred,kind,1.0
food,a5_1_0011,0.0007987220447284345
a5_1_0011,okay,1.0
okay,then,0.011363636363636364
then,lets,0.16666666666666666
lets,try,0.10181818181818182
try,middle,0.017543859649122806
middle,european,0.045454545454545456
european,a5_1_0012,0.045454545454545456
a5_1_0012,moneys,1.0
moneys,no,1.0
problem,it,0.25
it,has,0.05084745762711865
has,to,0.6052631578947368
be,expensive,0.010498687664041995
expensive,because,0.006666666666666667
a,very,0.011352885525070956
very,prosperous,0.008064516129032258
prosperous,guest,1.0
guest,with,1.0
with,me,0.07575757575757576
me,a5_1_0013,0.001072961373390558
a5_1_0013,lets,1.0
try,the,0.017543859649122806
metropole,at,0.038461538461538464
at,shattuck,0.004405286343612335
shattuck,a5_1_0014,0.0625
a5_1_0014,i,1.0
like,fre,0.0006544502617801048
fre,french,1.0
food,a,0.0023961661341853034
lot,please,0.038461538461538464
please,make,0.0035211267605633804
evening,for,0.015151515151515152
table,for,0.5
for,two,0.004464285714285714
two,persons,0.025
persons,at,0.5
at,eight,0.01762114537444934
eight,a5_1_0015,0.021739130434782608
a5_1_0015,can,1.0
again,a5_1_0016,0.0064516129032258064
a5_1_0016,how,1.0
about,caffe,0.01296456352636128
venezia,do,0.03125
do,they,0.1331168831168831
they,have,0.3559322033898305
have,tortellini,0.0013422818791946308
tortellini,a5_1_0017,1.0
a5_1_0017,please,1.0
please,cancel,0.0035211267605633804
cancel,the,1.0
the,reservation,0.0008920606601248885
reservation,w,0.05
w,at,0.3333333333333333
at,the,0.11894273127753303
